DATAFLOW,LAST UPDATE,freq,duration,isced11,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,DK,2019,82.4,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,DK,2020,81.3,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,DK,2021,81.4,b
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,DK,2022,83.0,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EE,2013,69.7,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EE,2014,79.1,b
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EE,2015,76.0,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EE,2016,69.2,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EE,2017,74.7,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EE,2018,77.3,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EE,2019,76.4,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EE,2020,76.5,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EE,2021,81.3,b
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EE,2022,83.9,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EL,2013,37.9,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EL,2014,42.2,b
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EL,2015,44.1,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EL,2016,46.8,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EL,2017,51.6,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EL,2018,53.0,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EL,2019,59.8,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EL,2020,56.0,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EL,2021,58.5,b
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EL,2022,66.5,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,ES,2013,59.4,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,ES,2014,66.9,b
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,ES,2015,65.2,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,ES,2016,65.5,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,ES,2017,73.3,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,ES,2018,75.0,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,ES,2019,72.2,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,ES,2020,69.4,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,ES,2021,73.1,bd
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,ES,2022,77.5,d
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EU27_2020,2013,71.9,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EU27_2020,2014,73.1,b
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EU27_2020,2015,73.7,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EU27_2020,2016,75.1,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EU27_2020,2017,77.1,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EU27_2020,2018,78.8,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EU27_2020,2019,78.6,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EU27_2020,2020,77.2,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EU27_2020,2021,78.1,b
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,EU27_2020,2022,81.3,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,FI,2013,79.5,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,FI,2014,76.5,b
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,FI,2015,76.0,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,FI,2016,74.6,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,FI,2017,72.3,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,FI,2018,77.8,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,FI,2019,83.0,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,FI,2020,80.5,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,FI,2021,84.3,b
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,FI,2022,81.7,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,FR,2013,74.4,b
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,FR,2014,74.2,b
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,FR,2015,73.1,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,FR,2016,73.0,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,FR,2017,73.7,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,FR,2018,79.4,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,FR,2019,74.3,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,FR,2020,76.6,
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,FR,2021,79.4,bd
ESTAT:EDAT_LFSE_24(1.0),14/09/23 23:00:00,A,Y1-3,ED3-8,Y20-34,F,PC,FR,2022,80.2,d
